"PVWatts: Hourly PV Performance Data"
"Requested Location:","78249"
"Location:","SAN ANTONIO INTL AP, TX"
"Lat (deg N):","29.53"
"Long (deg W):","98.47"
"Elev (m):","247"
"DC System Size (kW):","4"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.09"
"Capacity Factor (%)","16.9"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"10","20","13","696","173","29.1","5.5","831.819","44.444","2597.297","2499.582"
"10","20","14","551","181","30","6.2","642.605","41.166","2034.654","1958.161"
"10","20","15","653","121","29.1","5.9","551.233","38.745","1742.764","1676.218"
"10","20","16","515","79","28.1","5.5","308.089","33.557","952.312","909.059"
"10","20","17","132","38","27.2","5.2","68.513","27.9","204.06","177.95"
"10","20","18","0","0","25.7","5","0","25.7","0","0"
"10","20","19","0","0","24.3","4.8","0","24.3","0","0"
"10","20","20","0","0","22.8","4.6","0","22.8","0","0"
"10","20","21","0","0","22.2","3.9","0","22.2","0","0"
"10","20","22","0","0","21.7","3.3","0","21.7","0","0"
"10","20","23","0","0","21.1","2.6","0","21.1","0","0"
"10","21","0","0","0","19.8","2.6","0","19.8","0","0"
"10","21","1","0","0","18.5","2.6","0","18.5","0","0"
"10","21","2","0","0","17.2","2.6","0","17.2","0","0"
"10","21","3","0","0","17","2.6","0","17","0","0"
"10","21","4","0","0","16.9","2.6","0","16.9","0","0"
"10","21","5","0","0","16.7","2.6","0","16.7","0","0"
"10","21","6","9","7","18","2.6","7.815","16.653","26.054","3.32"
"10","21","7","32","58","19.3","2.6","67.133","19.318","230.606","203.969"
"10","21","8","58","168","20.6","2.6","201.524","24.202","690.324","653.616"
"10","21","9","296","208","22.4","3.1","431.549","31.54","1429.298","1372.627"
"10","21","10","102","259","24.3","3.6","359.32","31.919","1194.908","1145.072"
"10","21","11","539","259","26.1","4.1","793.123","42.295","2505.199","2411.142"
"10","21","12","518","241","27.2","4.1","765.508","43.623","2402.027","2311.983"
"10","21","13","648","164","28.3","4.1","777.567","44.903","2422.056","2331.24"
"10","21","14","450","238","29.4","4.1","623.519","42.857","1958.316","1884.495"
"10","21","15","177","274","26.8","4.1","403.228","35.387","1310.737","1257.582"
"10","21","16","113","148","24.3","4.1","204.76","28.219","678.997","642.558"
"10","21","17","10","35","21.7","4.1","37.632","21.553","129.335","104.675"
"10","21","18","0","0","21.3","3.8","0","21.3","0","0"
"10","21","19","0","0","21","3.4","0","21","0","0"
"10","21","20","0","0","20.6","3.1","0","20.6","0","0"
"10","21","21","0","0","20.6","3.4","0","20.6","0","0"
"10","21","22","0","0","20.6","3.8","0","20.6","0","0"
"10","21","23","0","0","20.6","4.1","0","20.6","0","0"
"10","22","0","0","0","20.6","4.3","0","20.6","0","0"
"10","22","1","0","0","20.6","4.4","0","20.6","0","0"
"10","22","2","0","0","20.6","4.6","0","20.6","0","0"
"10","22","3","0","0","20.6","6.8","0","20.6","0","0"
"10","22","4","0","0","20.6","9.1","0","20.6","0","0"
"10","22","5","0","0","20.6","11.3","0","20.6","0","0"
"10","22","6","1","5","19.5","8.7","4.964","18.704","17.374","0"
"10","22","7","8","51","18.3","6.2","51.55","18.062","181.478","155.811"
"10","22","8","53","89","17.2","3.6","114.159","18.374","399.734","369.602"
"10","22","9","419","220","19.4","4.3","529.346","29.449","1769.01","1701.599"
"10","22","10","688","225","21.7","5","833.12","37.512","2690.988","2589.478"
"10","22","11","703","188","23.9","5.7","870.46","39.661","2786.165","2680.721"
"10","22","12","743","184","24.3","5.3","918.516","41.704","2910.37","2799.678"
"10","22","13","605","208","24.6","5","785.208","40.128","2506.512","2412.404"
"10","22","14","711","152","25","4.6","739.016","40.147","2350.475","2262.402"
"10","22","15","425","168","24.1","4.1","454.209","33.981","1475.347","1417.277"
"10","22","16","255","117","23.1","3.6","232.986","27.953","756.839","718.524"
"10","22","17","59","40","22.2","3.1","55.3","22.582","179.375","153.749"
"10","22","18","0","0","21.7","3.1","0","21.7","0","0"
"10","22","19","0","0","21.1","3.1","0","21.1","0","0"
"10","22","20","0","0","20.6","3.1","0","20.6","0","0"
"10","22","21","0","0","20.4","2.6","0","20.4","0","0"
"10","22","22","0","0","20.2","2","0","20.2","0","0"
"10","22","23","0","0","20","1.5","0","20","0","0"
"10","23","0","0","0","19.4","1.7","0","19.4","0","0"
"10","23","1","0","0","18.9","1.9","0","18.9","0","0"
"10","23","2","0","0","18.3","2.1","0","18.3","0","0"
"10","23","3","0","0","17.9","2.3","0","17.9","0","0"
"10","23","4","0","0","17.6","2.4","0","17.6","0","0"
"10","23","5","0","0","17.2","2.6","0","17.2","0","0"
"10","23","6","1","7","18.7","3.1","6.905","17.384","24.393","1.689"
"10","23","7","176","55","20.2","3.6","108.599","21.197","344.717","315.749"
"10","23","8","538","102","21.7","4.1","387.597","28.916","1258.264","1206.627"
"10","23","9","361","174","22.8","3.9","447.613","32.011","1477.136","1419.012"
"10","23","10","717","189","23.9","3.8","819.316","41.254","2596.446","2498.765"
"10","23","11","307","333","25","3.6","648.746","39.744","2076.177","1998.21"
"10","23","12","407","326","25.4","3.6","741.212","41.771","2348.048","2260.067"
"10","23","13","184","375","25.7","3.6","566.582","38.503","1824.544","1755.285"
"10","23","14","57","233","26.1","3.6","282.064","32.317","936.017","893.188"
"10","23","15","218","203","23.3","3.8","349.449","30.24","1161.295","1112.401"
"10","23","16","91","123","20.6","3.9","167.88","23.628","568.938","535.064"
"10","23","17","5","24","17.8","4.1","23.706","17.193","83.41","59.618"
"10","23","18","0","0","17.8","3.6","0","17.8","0","0"
"10","23","19","0","0","17.8","3.1","0","17.8","0","0"
"10","23","20","0","0","17.8","2.6","0","17.8","0","0"
"10","23","21","0","0","18.2","2.6","0","18.2","0","0"
"10","23","22","0","0","18.5","2.6","0","18.5","0","0"
"10","23","23","0","0","18.9","2.6","0","18.9","0","0"
"10","24","0","0","0","18.7","3.1","0","18.7","0","0"
"10","24","1","0","0","18.5","3.6","0","18.5","0","0"
"10","24","2","0","0","18.3","4.1","0","18.3","0","0"
"10","24","3","0","0","18.1","3.6","0","18.1","0","0"
"10","24","4","0","0","18","3.1","0","18","0","0"
"10","24","5","0","0","17.8","2.6","0","17.8","0","0"
"10","24","6","0","5","18","2.8","4.849","16.483","17.349","0"
"10","24","7","27","63","18.1","2.9","72.023","18.21","250.131","223.103"
"10","24","8","92","164","18.3","3.1","214.613","22.004","739.692","701.795"
"10","24","9","125","258","20","2.9","360.827","27.686","1221.319","1170.736"
"10","24","10","81","323","21.6","2.8","402.954","30.765","1347.794","1293.553"
"10","24","11","195","405","23.3","2.6","614.957","37.884","1986.78","1911.969"
"10","24","12","525","298","23.9","2.6","830.873","44.077","2600.939","2503.078"
"10","24","13","357","322","24.4","2.6","672.209","41.408","2132.472","2052.483"
"10","24","14","622","204","25","2.6","718.677","42.681","2257.112","2172.551"
"10","24","15","507","143","24.4","2.2","476.259","37.168","1519.135","1459.719"
"10","24","16","382","89","23.9","1.9","258.642","30.804","815.234","775.478"
"10","24","17","97","29","23.3","1.5","52.228","23.984","159.26","134.025"
"10","24","18","0","0","22","1","0","22","0","0"
"10","24","19","0","0","20.7","0.5","0","20.7","0","0"
"10","24","20","0","0","19.4","0","0","19.4","0","0"
"10","24","21","0","0","18.3","0.9","0","18.3","0","0"
"10","24","22","0","0","17.2","1.7","0","17.2","0","0"
"10","24","23","0","0","16.1","2.6","0","16.1","0","0"
"10","25","0","0","0","15.7","3.1","0","15.7","0","0"
"10","25","1","0","0","15.4","3.6","0","15.4","0","0"
"10","25","2","0","0","15","4.1","0","15","0","0"
"10","25","3","0","0","14.4","3.2","0","14.4","0","0"
"10","25","4","0","0","13.9","2.4","0","13.9","0","0"
"10","25","5","0","0","13.3","1.5","0","13.3","0","0"
"10","25","6","64","6","15.5","2","13.362","14.076","34.621","11.73"
"10","25","7","548","27","17.8","2.6","181.447","20.703","525.519","492.628"
"10","25","8","772","45","20","3.1","435.709","29.187","1396.179","1340.501"
"10","25","9","812","64","21.7","2.8","633.035","36.483","2033.36","1956.913"
"10","25","10","814","88","23.3","2.4","777.953","42.765","2444.873","2353.174"
"10","25","11","856","113","25","2.1","912.609","48.828","2785.333","2679.924"
"10","25","12","633","181","25.6","2.6","808.324","45.94","2505.731","2411.654"
"10","25","13","243","229","26.1","3.1","468.05","37.497","1514.366","1455.097"
"10","25","14","202","305","26.7","3.6","483.383","37.123","1564.793","1503.956"
"10","25","15","317","199","26.1","2.9","412.405","35.687","1331.157","1277.405"
"10","25","16","207","127","25.6","2.2","224.055","31.102","721.283","683.832"
"10","25","17","29","41","25","1.5","49.564","25.516","163.778","138.455"
"10","25","18","0","0","23.1","1.7","0","23.1","0","0"
"10","25","19","0","0","21.3","1.9","0","21.3","0","0"
"10","25","20","0","0","19.4","2.1","0","19.4","0","0"
"10","25","21","0","0","18.7","2.4","0","18.7","0","0"
"10","25","22","0","0","17.9","2.8","0","17.9","0","0"
"10","25","23","0","0","17.2","3.1","0","17.2","0","0"
"10","26","0","0","0","16.7","2.9","0","16.7","0","0"
"10","26","1","0","0","16.1","2.8","0","16.1","0","0"
"10","26","2","0","0","15.6","2.6","0","15.6","0","0"
"10","26","3","0","0","15.2","2.8","0","15.2","0","0"
"10","26","4","0","0","14.8","2.9","0","14.8","0","0"
"10","26","5","0","0","14.4","3.1","0","14.4","0","0"
"10","26","6","16","5","16.8","2.1","6.749","15.239","20.866","0"
"10","26","7","375","43","19.3","1","153.719","22.084","460.254","428.811"
"10","26","8","685","61","21.7","0","412.698","36.826","1277.889","1225.687"
"10","26","9","801","86","23.4","1","653.101","43.192","2028.787","1952.501"
"10","26","10","806","103","25","2.1","792.181","45.574","2453.785","2361.739"
"10","26","11","861","101","26.7","3.1","902.176","47.721","2769.48","2664.732"
"10","26","12","827","122","26.9","3.1","917.777","48.495","2806.839","2700.531"
"10","26","13","879","106","27","3.1","900.677","48.253","2755.634","2651.46"
"10","26","14","854","90","27.2","3.1","767.818","45.493","2373.244","2284.303"
"10","26","15","779","74","26.7","3.4","567.101","39.817","1775.376","1707.755"
"10","26","16","621","52","26.1","3.8","315.019","32.905","961.493","918"
"10","26","17","218","26","25.6","4.1","76.803","26.612","215.009","188.682"
"10","26","18","0","0","24.5","3.4","0","24.5","0","0"
"10","26","19","0","0","23.3","2.8","0","23.3","0","0"
"10","26","20","0","0","22.2","2.1","0","22.2","0","0"
"10","26","21","0","0","20.4","1.9","0","20.4","0","0"
"10","26","22","0","0","18.5","1.7","0","18.5","0","0"
"10","26","23","0","0","16.7","1.5","0","16.7","0","0"
"10","27","0","0","0","16.5","2.2","0","16.5","0","0"
"10","27","1","0","0","16.3","2.9","0","16.3","0","0"
"10","27","2","0","0","16.1","3.6","0","16.1","0","0"
"10","27","3","0","0","16.3","3.4","0","16.3","0","0"
"10","27","4","0","0","16.5","3.3","0","16.5","0","0"
"10","27","5","0","0","16.7","3.1","0","16.7","0","0"
"10","27","6","1","5","18.2","2.9","4.969","16.854","17.535","0"
"10","27","7","56","68","19.6","2.8","86.455","20.101","292.811","264.917"
"10","27","8","55","120","21.1","2.6","148.2","23.43","508.152","475.65"
"10","27","9","97","169","22.2","2.9","244.086","26.941","828.573","788.484"
"10","27","10","20","272","23.3","3.3","286.295","29.052","965.885","922.277"
"10","27","11","78","345","24.4","3.6","430.269","33.27","1422.329","1365.868"
"10","27","12","132","332","24.2","2.9","478.694","35.203","1567.437","1506.517"
"10","27","13","1","273","24.1","2.2","270.746","30.983","905.172","863.139"
"10","27","14","2","119","23.9","1.5","115.55","26.491","394.671","364.646"
"10","27","15","6","177","23.3","1.5","178.197","27.079","606.682","571.94"
"10","27","16","6","97","22.8","1.5","97.65","24.476","335.913","307.129"
"10","27","17","0","18","22.2","1.5","17.057","21.155","59.737","36.385"
"10","27","18","0","0","21.7","2","0","21.7","0","0"
"10","27","19","0","0","21.1","2.6","0","21.1","0","0"
"10","27","20","0","0","20.6","3.1","0","20.6","0","0"
"10","27","21","0","0","20.4","2.8","0","20.4","0","0"
"10","27","22","0","0","20.2","2.4","0","20.2","0","0"
"10","27","23","0","0","20","2.1","0","20","0","0"
"10","28","0","0","0","19.4","2.4","0","19.4","0","0"
"10","28","1","0","0","18.9","2.8","0","18.9","0","0"
"10","28","2","0","0","18.3","3.1","0","18.3","0","0"
"10","28","3","0","0","18.5","2.8","0","18.5","0","0"
"10","28","4","0","0","18.7","2.4","0","18.7","0","0"
"10","28","5","0","0","18.9","2.1","0","18.9","0","0"
"10","28","6","3","6","19.6","1.4","6.18","17.771","21.347","0"
"10","28","7","30","64","20.4","0.7","75.085","20.616","257.487","230.311"
"10","28","8","369","104","21.1","0","301.7","31.575","970.615","926.883"
"10","28","9","454","177","22.6","1.5","512.285","36.465","1651.841","1588.246"
"10","28","10","574","195","24.1","3.1","698.333","40.034","2226.554","2143.126"
"10","28","11","688","216","25.6","4.6","878.84","43.387","2759.657","2655.316"
"10","28","12","220","312","26","4.3","537.909","37.69","1739.525","1673.086"
"10","28","13","730","145","26.3","3.9","819.268","43.644","2567.606","2471.079"
"10","28","14","519","162","26.7","3.6","588.562","40.13","1871.816","1800.962"
"10","28","15","722","90","26.5","3.3","548.901","38.957","1726.649","1660.631"
"10","28","16","663","38","26.3","2.9","311.919","33.701","940.909","897.952"
"10","28","17","281","20","26.1","2.6","82.51","27.53","219.907","193.484"
"10","28","18","0","0","24.6","2.4","0","24.6","0","0"
"10","28","19","0","0","23.2","2.3","0","23.2","0","0"
"10","28","20","0","0","21.7","2.1","0","21.7","0","0"
"10","28","21","0","0","21.5","2.1","0","21.5","0","0"
"10","28","22","0","0","21.3","2.1","0","21.3","0","0"
"10","28","23","0","0","21.1","2.1","0","21.1","0","0"
"10","29","0","0","0","20.7","2.4","0","20.7","0","0"
"10","29","1","0","0","20.4","2.8","0","20.4","0","0"
"10","29","2","0","0","20","3.1","0","20","0","0"
"10","29","3","0","0","20","2.6","0","20","0","0"
"10","29","4","0","0","20","2","0","20","0","0"
"10","29","5","0","0","20","1.5","0","20","0","0"
"10","29","6","3","4","20.4","2.2","4.243","19.001","14.374","0"
"10","29","7","43","58","20.7","2.9","71.572","20.856","242.217","215.348"
"10","29","8","40","151","21.1","3.6","175.57","23.782","603.439","568.772"
"10","29","9","122","294","22.2","3.9","393.526","29.806","1318.813","1265.422"
"10","29","10","162","265","23.3","4.3","415.747","31.546","1384.376","1329.05"
"10","29","11","518","244","24.4","4.6","750.69","39.134","2409.005","2318.693"
"10","29","12","566","229","25.5","4.6","789.099","41.59","2501.468","2407.558"
"10","29","13","604","216","26.7","4.6","780.549","42.693","2458.61","2366.377"
"10","29","14","453","237","27.8","4.6","618.32","40.549","1963.713","1889.705"
"10","29","15","481","144","27.2","4.4","457.295","36.67","1461.121","1403.485"
"10","29","16","427","84","26.7","4.3","268.426","32.018","835.301","795.043"
"10","29","17","43","38","26.1","4.1","51.771","26.489","167.533","142.138"
"10","29","18","0","0","25.5","4.5","0","25.5","0","0"
"10","29","19","0","0","25","4.8","0","25","0","0"
"10","29","20","0","0","24.4","5.2","0","24.4","0","0"
"10","29","21","0","0","23.5","4.8","0","23.5","0","0"
"10","29","22","0","0","22.6","4.5","0","22.6","0","0"
"10","29","23","0","0","21.7","4.1","0","21.7","0","0"
"10","30","0","0","0","21.3","4.3","0","21.3","0","0"
"10","30","1","0","0","21","4.4","0","21","0","0"
"10","30","2","0","0","20.6","4.6","0","20.6","0","0"
"10","30","3","0","0","20.4","4.1","0","20.4","0","0"
"10","30","4","0","0","20.2","3.6","0","20.2","0","0"
"10","30","5","0","0","20","3.1","0","20","0","0"
"10","30","6","0","5","20.6","4.1","4.849","19.391","17.121","0"
"10","30","7","2","37","21.1","5.2","35.861","20.574","125.517","100.93"
"10","30","8","2","140","21.7","6.2","139.955","23.086","485.576","453.576"
"10","30","9","6","172","23","6.2","172.396","25.1","592.542","558.127"
"10","30","10","86","334","24.3","6.2","421.046","30.756","1408.238","1352.199"
"10","30","11","96","356","25.6","6.2","459.509","33.048","1520.553","1461.094"
"10","30","12","203","368","26","5.5","584.488","36.367","1902.693","1830.787"
"10","30","13","72","311","26.3","4.8","386.094","33.817","1272.712","1220.659"
"10","30","14","284","227","26.7","4.1","468.313","36.194","1521.108","1461.631"
"10","30","15","210","222","26.5","3.9","365.159","34.118","1190.83","1141.109"
"10","30","16","136","124","26.3","3.8","188.139","29.923","613.571","578.669"
"10","30","17","8","29","26.1","3.6","30.189","25.864","101.69","77.555"
"10","30","18","0","0","25.5","4.5","0","25.5","0","0"
"10","30","19","0","0","25","5.3","0","25","0","0"
"10","30","20","0","0","24.4","6.2","0","24.4","0","0"
"10","30","21","0","0","23.7","5.9","0","23.7","0","0"
"10","30","22","0","0","22.9","5.5","0","22.9","0","0"
"10","30","23","0","0","22.2","5.2","0","22.2","0","0"
"10","31","0","0","0","22.4","5.2","0","22.4","0","0"
"10","31","1","0","0","22.6","5.2","0","22.6","0","0"
"10","31","2","0","0","22.8","5.2","0","22.8","0","0"
"10","31","3","0","0","22.6","4.7","0","22.6","0","0"
"10","31","4","0","0","22.4","4.1","0","22.4","0","0"
"10","31","5","0","0","22.2","3.6","0","22.2","0","0"
"10","31","6","1","5","22.2","3.8","4.972","20.955","17.219","0"
"10","31","7","2","27","22.2","3.9","26.115","21.382","90.952","67.019"
"10","31","8","23","68","22.2","4.1","77.787","22.569","268.313","240.918"
"10","31","9","18","207","23.1","4.1","217.292","26.614","741.148","703.216"
"10","31","10","9","280","24.1","4.1","286.482","29.393","965.045","921.458"
"10","31","11","7","318","25","4.1","323.888","31.238","1081.483","1034.787"
"10","31","12","85","315","25.6","4.5","405.031","33.321","1338.58","1284.609"
"10","31","13","14","279","26.1","4.8","289.073","31.388","964.474","920.903"
"10","31","14","245","215","26.7","5.2","424.884","34.144","1394.23","1338.61"
"10","31","15","466","144","26.5","4.5","446.786","35.272","1437.138","1380.229"
"10","31","16","293","69","26.3","3.8","197.943","30.309","623.603","588.469"
"10","31","17","105","24","26.1","3.1","52.159","26.415","155.496","130.334"
"10","31","18","0","0","25.5","4.1","0","25.5","0","0"
"10","31","19","0","0","25","5.2","0","25","0","0"
"10","31","20","0","0","24.4","6.2","0","24.4","0","0"
"10","31","21","0","0","22.6","5.3","0","22.6","0","0"
"10","31","22","0","0","20.8","4.4","0","20.8","0","0"
"10","31","23","0","0","19","3.5","0","19","0","0"
"11","1","0","0","0","17.1","2.7","0","17.1","0","0"
"11","1","1","0","0","15.3","1.8","0","15.3","0","0"
"11","1","2","0","0","13.5","0.9","0","13.5","0","0"
"11","1","3","0","0","11.7","0","0","11.7","0","0"
"11","1","4","0","0","10.6","2.6","0","10.6","0","0"
"11","1","5","0","0","11.1","2.1","0","11.1","0","0"
"11","1","6","5","3","10.6","3.1","3.527","9.027","11.934","0"
"11","1","7","238","52","12.8","2.1","125.518","14.253","403.152","372.946"
"11","1","8","679","58","16.1","2.1","401.194","25.374","1309.328","1256.213"
"11","1","9","808","73","18.3","1.5","635.287","35.971","2043.785","1966.969"
"11","1","10","841","86","20.6","1.5","787.067","43.06","2468.304","2375.693"
"11","1","11","817","131","21.7","1.5","892.243","47.35","2743.8","2640.116"
"11","1","12","705","216","22.8","1.5","902.735","49.001","2753.212","2649.139"
"11","1","13","203","233","22.8","2.1","435.367","35.297","1423.953","1367.442"
"11","1","14","755","124","23.9","2.1","727.335","42.301","2284.839","2199.243"
"11","1","15","743","68","24.4","1.5","529.983","40.216","1652.476","1588.86"
"11","1","16","457","79","23.9","2.1","273.038","31.111","849.238","808.63"
"11","1","17","123","26","21.7","2.1","58.004","22.402","174.834","149.297"
"11","1","18","0","0","19.4","1.5","0","19.4","0","0"
"11","1","19","0","0","18.3","1.5","0","18.3","0","0"
"11","1","20","0","0","17.2","3.6","0","17.2","0","0"
"11","1","21","0","0","16.7","3.6","0","16.7","0","0"
"11","1","22","0","0","15.6","4.1","0","15.6","0","0"
"11","1","23","0","0","13.3","8.8","0","13.3","0","0"
"11","2","0","0","0","11.7","6.7","0","11.7","0","0"
"11","2","1","0","0","11.1","7.2","0","11.1","0","0"
"11","2","2","0","0","10.6","8.2","0","10.6","0","0"
"11","2","3","0","0","10","5.7","0","10","0","0"
"11","2","4","0","0","8.9","4.6","0","8.9","0","0"
"11","2","5","0","0","8.3","5.2","0","8.3","0","0"
"11","2","6","25","2","7.8","5.7","5.046","6.649","13.235","0"
"11","2","7","476","27","8.3","7.7","159.245","9.638","484.174","452.205"
"11","2","8","793","42","9.4","7.2","434.108","15.311","1477.171","1419.045"
"11","2","9","888","57","11.1","7.2","665.213","20.964","2297.19","2211.131"
"11","2","10","879","88","13.3","6.2","818.533","27.09","2777.258","2672.186"
"11","2","11","795","70","14.4","6.2","795.299","27.989","2693.948","2592.316"
"11","2","12","924","76","16.1","7.2","935.062","30.643","3128.46","3008.235"
"11","2","13","902","69","16.7","6.2","865.303","31.654","2877.821","2768.517"
"11","2","14","934","63","17.2","5.2","785.299","32.247","2591.226","2493.754"
"11","2","15","865","51","17.2","5.2","578.512","28.206","1909.851","1837.7"
"11","2","16","718","36","16.1","4.6","325.907","22.447","1030.849","985.519"
"11","2","17","278","18","14.4","2.6","79.697","15.587","223.022","196.536"
"11","2","18","0","0","12.2","3.1","0","12.2","0","0"
"11","2","19","0","0","10","3.1","0","10","0","0"
"11","2","20","0","0","9.4","3.1","0","9.4","0","0"
"11","2","21","0","0","7.8","2.6","0","7.8","0","0"
"11","2","22","0","0","6.7","3.1","0","6.7","0","0"
"11","2","23","0","0","5.6","3.1","0","5.6","0","0"
"11","3","0","0","0","6.1","2.6","0","6.1","0","0"
"11","3","1","0","0","5.6","0","0","5.6","0","0"
"11","3","2","0","0","4.4","2.1","0","4.4","0","0"
"11","3","3","0","0","2.8","0","0","2.8","0","0"
"11","3","4","0","0","2.2","2.1","0","2.2","0","0"
"11","3","5","0","0","2.8","2.1","0","2.8","0","0"
"11","3","6","18","3","2.2","0","5.158","-0.752","15.708","0"
"11","3","7","439","31","3.9","2.6","154.787","5.96","483.209","451.261"
"11","3","8","749","50","9.4","2.6","423.656","18.79","1421.13","1364.704"
"11","3","9","867","68","12.2","3.6","662.37","26.602","2228.135","2144.649"
"11","3","10","921","79","15","3.1","840.509","34.71","2748.214","2644.348"
"11","3","11","952","86","15.6","2.1","952.126","41.006","3024.908","2909.26"
"11","3","12","956","87","16.7","3.6","974.857","38.931","3130.985","3010.647"
"11","3","13","843","117","17.2","3.1","873.146","38.297","2810.579","2704.115"
"11","3","14","381","206","17.8","2.6","526.809","31.607","1748.383","1681.652"
"11","3","15","636","133","17.8","2.6","536.35","30.906","1757.012","1689.997"
"11","3","16","101","83","16.7","2.6","127.814","19.749","435.686","404.779"
"11","3","17","38","31","16.1","2.6","42.27","15.767","143.08","118.157"
"11","3","18","0","0","15.6","2.6","0","15.6","0","0"
"11","3","19","0","0","14.4","2.1","0","14.4","0","0"
"11","3","20","0","0","13.9","0","0","13.9","0","0"
"11","3","21","0","0","12.2","0","0","12.2","0","0"
"11","3","22","0","0","11.1","0","0","11.1","0","0"
"11","3","23","0","0","10","0","0","10","0","0"
"11","4","0","0","0","8.9","0","0","8.9","0","0"
"11","4","1","0","0","8.9","0","0","8.9","0","0"
"11","4","2","0","0","8.3","0","0","8.3","0","0"
"11","4","3","0","0","8.3","0","0","8.3","0","0"
"11","4","4","0","0","7.2","0","0","7.2","0","0"
"11","4","5","0","0","7.8","0","0","7.8","0","0"
"11","4","6","29","3","7.8","0","6.551","4.436","18.109","0"
"11","4","7","178","52","9.4","2.1","106.554","10.293","353.236","324.089"
"11","4","8","414","91","13.9","1.5","306.084","21.26","1028.08","982.825"
"11","4","9","489","170","17.8","1.5","523.551","32.07","1722.667","1656.779"
"11","4","10","777","121","21.1","4.1","775","37.304","2502.307","2408.364"
"11","4","11","545","234","22.8","4.6","758.009","38.297","2442.185","2350.59"
"11","4","12","675","180","23.9","4.1","832.579","41.69","2637.262","2537.937"
"11","4","13","519","186","24.4","5.2","666.887","37.216","2158.986","2078.036"
"11","4","14","693","172","24.4","4.6","728.165","39.12","2325.173","2238.059"
"11","4","15","380","141","24.4","4.1","389.82","32.902","1269.187","1217.236"
"11","4","16","321","85","24.4","3.1","225.487","29.222","714.934","677.635"
"11","4","17","127","21","23.3","2.1","52.746","23.744","154.685","129.538"
"11","4","18","0","0","22.2","2.1","0","22.2","0","0"
"11","4","19","0","0","21.7","2.1","0","21.7","0","0"
"11","4","20","0","0","20.6","2.6","0","20.6","0","0"
"11","4","21","0","0","20","3.1","0","20","0","0"
"11","4","22","0","0","20","2.6","0","20","0","0"
"11","4","23","0","0","20.6","2.6","0","20.6","0","0"
"11","5","0","0","0","20.6","2.6","0","20.6","0","0"
"11","5","1","0","0","21.1","3.6","0","21.1","0","0"
"11","5","2","0","0","21.1","2.6","0","21.1","0","0"
"11","5","3","0","0","21.1","2.1","0","21.1","0","0"
"11","5","4","0","0","21.1","2.1","0","21.1","0","0"
"11","5","5","0","0","21.1","2.1","0","21.1","0","0"
"11","5","6","0","1","21.1","4.1","0.97","19.819","3.418","0"
"11","5","7","3","54","21.7","2.6","56.08","21.479","195.488","169.546"
"11","5","8","5","153","22.2","2.6","157.161","24.69","540.902","507.665"
"11","5","9","144","244","24.4","6.2","359.611","29.78","1203.695","1153.611"
"11","5","10","1","185","24.4","3.6","181.352","27.907","615.315","580.373"
"11","5","11","4","255","25","4.1","255.567","29.572","860.24","819.353"
"11","5","12","0","236","26.1","5.7","232.001","29.611","780.788","741.886"
"11","5","13","9","319","26.7","4.1","328.465","32.945","1087.663","1040.799"
"11","5","14","6","235","27.2","3.6","238.177","31.946","792.456","753.266"
"11","5","15","77","188","26.7","5.7","241","30.362","803.598","764.132"
"11","5","16","25","116","26.7","2.1","128.02","29.272","427.998","397.257"
"11","5","17","6","11","25.6","0","11.68","24.537","38.955","15.986"
"11","5","18","0","0","23.3","0","0","23.3","0","0"
"11","5","19","0","0","22.8","0","0","22.8","0","0"
"11","5","20","0","0","23.3","3.1","0","23.3","0","0"
"11","5","21","0","0","22.8","2.6","0","22.8","0","0"
"11","5","22","0","0","22.8","2.6","0","22.8","0","0"
"11","5","23","0","0","22.2","2.1","0","22.2","0","0"
"11","6","0","0","0","21.7","1.5","0","21.7","0","0"
"11","6","1","0","0","22.2","3.6","0","22.2","0","0"
"11","6","2","0","0","21.7","2.1","0","21.7","0","0"
"11","6","3","0","0","21.1","1.5","0","21.1","0","0"
"11","6","4","0","0","20.6","2.1","0","20.6","0","0"
"11","6","5","0","0","20.6","2.1","0","20.6","0","0"
"11","6","6","1","1","21.1","1.5","1.097","19.189","3.661","0"
"11","6","7","354","33","21.1","1.5","134.309","23.093","393.293","363.298"
"11","6","8","348","101","23.3","1.5","284.808","30.202","920.348","877.924"
"11","6","9","452","187","24.4","3.1","515.75","35.671","1667.973","1603.859"
"11","6","10","336","232","25.6","3.1","528.295","37.689","1704.664","1639.363"
"11","6","11","431","279","27.2","3.6","703.729","42.499","2219.727","2136.551"
"11","6","12","512","215","27.8","3.1","715.936","44.498","2235.391","2151.636"
"11","6","13","658","150","28.9","3.6","749.831","45.539","2326.061","2238.913"
"11","6","14","666","155","28.9","3.6","687.575","44.285","2137.852","2057.668"
"11","6","15","604","111","28.9","3.6","491.646","39.959","1538.009","1478.007"
"11","6","16","477","59","28.3","2.6","258.794","34.574","783.954","744.974"
