"PVWatts: Hourly PV Performance Data"
"Requested Location:","78249"
"Location:","SAN ANTONIO INTL AP, TX"
"Lat (deg N):","29.53"
"Long (deg W):","98.47"
"Elev (m):","247"
"DC System Size (kW):","4"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.09"
"Capacity Factor (%)","16.9"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","16","13","684","234","34.4","6.2","902.941","50.066","2739.612","2636.101"
"7","16","14","640","246","35","5.7","817.125","50.034","2477.056","2384.103"
"7","16","15","794","116","35.6","5.2","710.4","49.353","2147.724","2067.182"
"7","16","16","749","93","36.1","6.2","513.218","45.025","1550.281","1489.897"
"7","16","17","700","68","35","5.2","304.912","40.691","862.908","821.954"
"7","16","18","487","43","33.9","4.1","86.841","35.317","195.183","169.247"
"7","16","19","73","16","32.8","5.2","12.425","32.233","41.289","18.276"
"7","16","20","0","0","31.1","6.2","0","31.1","0","0"
"7","16","21","0","0","29.4","5.2","0","29.4","0","0"
"7","16","22","0","0","28.3","6.2","0","28.3","0","0"
"7","16","23","0","0","27.2","4.6","0","27.2","0","0"
"7","17","0","0","0","26.7","4.6","0","26.7","0","0"
"7","17","1","0","0","26.1","3.6","0","26.1","0","0"
"7","17","2","0","0","25.6","4.1","0","25.6","0","0"
"7","17","3","0","0","25","3.6","0","25","0","0"
"7","17","4","0","0","25","4.1","0","25","0","0"
"7","17","5","2","2","25.6","3.6","1.94","24.318","6.694","0"
"7","17","6","47","55","25.6","3.6","49.549","25.372","167.129","141.741"
"7","17","7","474","104","26.7","4.6","221.375","30.128","650.226","614.468"
"7","17","8","370","219","27.8","7.2","391.446","33.341","1258.536","1206.891"
"7","17","9","398","232","29.4","4.6","505.088","39.224","1608.38","1546.17"
"7","17","10","755","187","30.6","6.2","829.299","44.561","2584.198","2487.008"
"7","17","11","851","137","32.8","4.6","941.506","52.018","2826.237","2719.115"
"7","17","12","883","89","34.4","4.6","960.773","54.148","2852.016","2743.806"
"7","17","13","791","170","35","4.6","939.518","54.36","2785.328","2679.919"
"7","17","14","900","105","35.6","4.6","901.578","54.186","2671.746","2571.021"
"7","17","15","875","96","36.1","5.2","749.628","50.714","2249.263","2164.994"
"7","17","16","815","81","36.1","3.6","538.638","48.295","1597.706","1535.833"
"7","17","17","724","62","35.6","4.1","307.357","42.118","860.751","819.852"
"7","17","18","517","40","35","5.2","88.687","36.287","194.837","168.909"
"7","17","19","89","15","33.3","3.1","11.627","32.632","38.562","15.6"
"7","17","20","0","0","32.2","5.2","0","32.2","0","0"
"7","17","21","0","0","30.6","5.2","0","30.6","0","0"
"7","17","22","0","0","28.9","5.2","0","28.9","0","0"
"7","17","23","0","0","27.8","5.2","0","27.8","0","0"
"7","18","0","0","0","26.7","3.6","0","26.7","0","0"
"7","18","1","0","0","26.1","3.1","0","26.1","0","0"
"7","18","2","0","0","25.6","3.1","0","25.6","0","0"
"7","18","3","0","0","25","2.6","0","25","0","0"
"7","18","4","0","0","24.4","3.1","0","24.4","0","0"
"7","18","5","4","2","24.4","2.1","1.94","22.816","6.741","0"
"7","18","6","233","45","25","4.1","40.771","24.581","125.998","101.402"
"7","18","7","524","79","27.2","3.6","211.815","30.737","606.442","571.706"
"7","18","8","660","101","28.3","3.6","423.465","36.885","1313.505","1260.269"
"7","18","9","729","140","30","2.6","644.043","45.243","1981.7","1907.065"
"7","18","10","676","211","31.7","3.6","786.961","48.942","2397.014","2307.163"
"7","18","11","726","238","33.3","2.1","932.763","57.308","2720.422","2617.703"
"7","18","12","796","161","33.9","4.1","952.653","54.243","2826.477","2719.345"
"7","18","13","808","151","35","5.2","931.549","53.044","2781.517","2676.268"
"7","18","14","734","175","36.1","3.1","828.845","55.608","2437.651","2346.231"
"7","18","15","769","130","36.1","3.6","706.857","51.981","2107.761","2028.664"
"7","18","16","637","125","36.7","3.6","482.331","47.622","1441.819","1384.769"
"7","18","17","572","118","35.6","2.6","308.561","43.143","883.345","841.871"
"7","18","18","348","66","35","4.1","93.063","36.588","239.518","212.703"
"7","18","19","57","16","33.9","4.1","13.597","33.351","44.939","21.86"
"7","18","20","0","0","32.2","4.6","0","32.2","0","0"
"7","18","21","0","0","30.6","4.1","0","30.6","0","0"
"7","18","22","0","0","28.9","4.6","0","28.9","0","0"
"7","18","23","0","0","27.8","4.1","0","27.8","0","0"
"7","19","0","0","0","26.7","2.6","0","26.7","0","0"
"7","19","1","0","0","26.1","2.1","0","26.1","0","0"
"7","19","2","0","0","25.6","3.1","0","25.6","0","0"
"7","19","3","0","0","25","2.6","0","25","0","0"
"7","19","4","0","0","25","2.6","0","25","0","0"
"7","19","5","1","1","24.4","2.6","0.97","22.905","3.369","0"
"7","19","6","128","50","25","2.6","44.292","24.577","144.957","119.997"
"7","19","7","437","99","26.7","3.1","206.743","30.285","607.74","572.974"
"7","19","8","576","145","27.8","3.1","425.237","36.829","1327.45","1273.806"
"7","19","9","618","206","30","2.6","632.819","44.986","1952.88","1879.247"
"7","19","10","604","246","32.2","4.1","760.914","48.177","2327.484","2240.282"
"7","19","11","484","372","33.3","2.1","835.961","54.963","2470.039","2377.36"
"7","19","12","699","261","35","3.6","961.17","56.177","2821.732","2714.799"
"7","19","13","757","244","36.1","4.1","985.255","57.097","2877.418","2768.131"
"7","19","14","602","289","36.1","4.6","826.827","53.312","2463.001","2370.597"
"7","19","15","458","317","36.7","4.1","657.173","50.904","1976.203","1901.76"
"7","19","16","132","294","36.1","4.1","356.05","43.853","1107.639","1060.228"
"7","19","17","3","129","35","4.1","122.753","37.305","397.377","367.295"
"7","19","18","3","48","31.7","6.2","45.799","31.773","151.977","126.883"
"7","19","19","9","12","30","6.2","11.491","29.343","38.722","15.757"
"7","19","20","0","0","28.9","4.1","0","28.9","0","0"
"7","19","21","0","0","28.3","3.6","0","28.3","0","0"
"7","19","22","0","0","27.8","3.1","0","27.8","0","0"
"7","19","23","0","0","26.7","3.1","0","26.7","0","0"
"7","20","0","0","0","26.7","3.1","0","26.7","0","0"
"7","20","1","0","0","26.1","3.6","0","26.1","0","0"
"7","20","2","0","0","26.1","3.6","0","26.1","0","0"
"7","20","3","0","0","26.1","2.6","0","26.1","0","0"
"7","20","4","0","0","25.6","3.1","0","25.6","0","0"
"7","20","5","1","1","26.1","3.6","0.97","24.809","3.339","0"
"7","20","6","2","44","26.1","2.6","40.642","25.62","139.287","114.436"
"7","20","7","24","84","27.2","4.1","85.722","27.888","286.111","258.354"
"7","20","8","9","235","30.6","2.1","226.637","35.351","740.853","702.928"
"7","20","9","2","274","28.9","2.6","262.676","34.576","862.871","821.918"
"7","20","10","0","303","28.9","1.5","290.323","36.498","944.738","901.682"
"7","20","11","6","368","30.6","2.6","359.917","38.807","1157.762","1108.966"
"7","20","12","2","394","30","2.6","382.237","38.913","1228.913","1178.115"
"7","20","13","7","249","23.3","2.1","245.822","29.342","828.365","788.281"
"7","20","14","129","243","23.9","2.6","354.415","31.801","1179.553","1130.149"
"7","20","15","391","383","25.6","3.1","668.316","40.479","2123.452","2043.789"
"7","20","16","140","288","28.3","3.6","355.046","36.352","1146.68","1098.192"
"7","20","17","108","96","28.3","5.2","128.345","30.24","413.005","382.588"
"7","20","18","96","64","25","4.1","68.076","25.431","215.343","189.01"
"7","20","19","1","10","24.4","2.1","9.468","23.202","32.844","9.986"
"7","20","20","0","0","24.4","3.1","0","24.4","0","0"
"7","20","21","0","0","24.4","2.1","0","24.4","0","0"
"7","20","22","0","0","24.4","2.1","0","24.4","0","0"
"7","20","23","0","0","23.9","2.6","0","23.9","0","0"
"7","21","0","0","0","23.9","2.1","0","23.9","0","0"
"7","21","1","0","0","23.9","2.6","0","23.9","0","0"
"7","21","2","0","0","23.3","4.1","0","23.3","0","0"
"7","21","3","0","0","22.8","3.6","0","22.8","0","0"
"7","21","4","0","0","22.8","2.1","0","22.8","0","0"
"7","21","5","0","0","21.1","3.1","0","21.1","0","0"
"7","21","6","2","18","21.1","3.6","17.083","20.011","60.029","36.672"
"7","21","7","2","69","22.2","4.6","66.048","22.294","229.686","203.067"
"7","21","8","5","179","22.8","3.6","172.102","25.42","590.367","556.002"
"7","21","9","103","245","23.9","3.1","309.63","30.15","1035.847","990.383"
"7","21","10","140","368","23.3","4.1","480.326","32.891","1589.816","1528.192"
"7","21","11","188","504","25.6","5.7","677.767","37.448","2194.826","2112.566"
"7","21","12","178","432","27.8","4.1","606.719","40.732","1932.741","1859.804"
"7","21","13","174","511","29.4","4.1","676.385","43.625","2122.952","2043.307"
"7","21","14","483","324","30","5.2","756.789","44.33","2364.524","2275.917"
"7","21","15","577","262","29.4","3.6","693.802","44.925","2151.25","2070.58"
"7","21","16","455","215","31.1","3.1","466.571","42.19","1445.346","1388.189"
"7","21","17","179","170","30","3.1","220.955","34.982","695.874","659.033"
"7","21","18","29","55","28.9","2.1","54.326","29.534","177.467","151.878"
"7","21","19","1","11","27.8","2.1","10.418","26.705","35.549","12.642"
"7","21","20","0","0","26.1","1.5","0","26.1","0","0"
"7","21","21","0","0","25.6","2.1","0","25.6","0","0"
"7","21","22","0","0","24.4","1.5","0","24.4","0","0"
"7","21","23","0","0","23.9","2.1","0","23.9","0","0"
"7","22","0","0","0","22.8","2.1","0","22.8","0","0"
"7","22","1","0","0","22.8","2.6","0","22.8","0","0"
"7","22","2","0","0","21.7","1.5","0","21.7","0","0"
"7","22","3","0","0","22.2","2.1","0","22.2","0","0"
"7","22","4","0","0","22.8","2.1","0","22.8","0","0"
"7","22","5","0","1","22.2","2.1","0.97","20.51","3.407","0"
"7","22","6","62","49","23.9","2.1","43.409","23.376","147.095","122.095"
"7","22","7","564","73","25.6","2.1","215.75","29.827","614.096","579.183"
"7","22","8","671","103","28.3","2.6","430.706","37.987","1328.474","1274.8"
"7","22","9","789","126","30","2.6","672.133","45.914","2060.108","1982.713"
"7","22","10","842","142","31.7","3.6","858.219","50.49","2591.878","2494.381"
"7","22","11","866","151","31.7","3.6","971.876","53.216","2898.686","2788.493"
"7","22","12","875","154","32.8","4.1","1019.343","54.562","3019.113","2903.719"
"7","22","13","876","153","33.3","3.6","1001.83","55.7","2948.417","2836.091"
"7","22","14","860","146","33.9","2.6","909.432","56.49","2661.592","2561.28"
"7","22","15","827","132","33.9","3.1","753.987","51.782","2250.805","2166.479"
"7","22","16","763","112","33.9","2.6","541.795","47.552","1617.375","1554.88"
"7","22","17","642","84","33.3","2.6","300.143","40.759","856.523","815.731"
"7","22","18","339","56","32.8","2.1","83.165","34.558","211.347","185.093"
"7","22","19","22","13","30","4.1","11.918","29.266","40.177","17.185"
"7","22","20","0","0","29.4","3.6","0","29.4","0","0"
"7","22","21","0","0","27.8","3.1","0","27.8","0","0"
"7","22","22","0","0","27.2","2.1","0","27.2","0","0"
"7","22","23","0","0","23.3","3.1","0","23.3","0","0"
"7","23","0","0","0","22.2","2.1","0","22.2","0","0"
"7","23","1","0","0","21.7","1.5","0","21.7","0","0"
"7","23","2","0","0","21.7","2.6","0","21.7","0","0"
"7","23","3","0","0","22.8","1.5","0","22.8","0","0"
"7","23","4","0","0","20","2.1","0","20","0","0"
"7","23","5","3","2","19.4","2.1","1.94","17.653","6.903","0"
"7","23","6","269","37","21.1","2.1","33.882","20.235","104.869","80.673"
"7","23","7","590","68","24.4","1.5","217.548","29.014","617.336","582.347"
"7","23","8","726","96","27.2","3.1","451.553","36.851","1398.548","1342.8"
"7","23","9","671","169","29.4","2.6","634.139","44.488","1960.451","1886.555"
"7","23","10","763","136","30.6","3.1","786.08","48.645","2397.497","2307.626"
"7","23","11","824","143","32.8","3.1","925.06","54.143","2745.208","2641.467"
"7","23","12","826","155","32.8","4.1","972.571","53.549","2896.535","2786.434"
"7","23","13","805","152","33.9","4.6","932.863","53.168","2783.645","2678.307"
"7","23","14","864","135","33.9","3.6","902.928","54.083","2677.642","2576.676"
"7","23","15","825","123","34.4","3.1","743.955","52.043","2217.617","2134.52"
"7","23","16","767","104","34.4","3.6","536.358","46.532","1609.028","1546.797"
"7","23","17","653","78","33.9","3.6","298.106","40.501","849.413","808.799"
"7","23","18","418","49","33.3","3.1","84.983","34.831","202.758","176.674"
"7","23","19","39","15","31.7","3.1","12.768","30.99","42.685","19.647"
"7","23","20","0","0","30.6","3.1","0","30.6","0","0"
"7","23","21","0","0","28.9","4.6","0","28.9","0","0"
"7","23","22","0","0","27.8","4.1","0","27.8","0","0"
"7","23","23","0","0","26.7","4.6","0","26.7","0","0"
"7","24","0","0","0","25.6","2.6","0","25.6","0","0"
"7","24","1","0","0","25","4.1","0","25","0","0"
"7","24","2","0","0","24.4","3.6","0","24.4","0","0"
"7","24","3","0","0","24.4","4.1","0","24.4","0","0"
"7","24","4","0","0","24.4","3.1","0","24.4","0","0"
"7","24","5","0","0","24.4","3.1","0","24.4","0","0"
"7","24","6","83","43","24.4","3.6","38.959","23.895","130.54","105.857"
"7","24","7","64","125","25","3.1","133.435","26.814","442.278","411.228"
"7","24","8","643","122","27.2","2.6","435.787","36.789","1355.539","1301.069"
"7","24","9","785","125","28.9","2.1","668.917","45.764","2051.926","1974.822"
"7","24","10","820","141","31.1","4.1","839.627","48.75","2559.394","2463.194"
"7","24","11","813","129","32.8","3.6","901.655","52.8","2695.331","2593.642"
"7","24","12","868","154","33.9","4.1","1013.863","55.406","2989.082","2874.996"
"7","24","13","867","152","34.4","4.6","993.562","54.896","2937.023","2825.188"
"7","24","14","848","145","35","4.1","899.032","54.362","2662.12","2561.786"
"7","24","15","813","131","35.6","3.1","743.441","53.207","2202.47","2119.929"
"7","24","16","751","111","35.6","4.1","534.544","47.166","1599.163","1537.244"
"7","24","17","635","83","35","3.1","296.832","41.95","841.876","801.453"
"7","24","18","390","51","33.9","3.1","83.925","35.422","203.926","177.818"
"7","24","19","30","14","32.2","2.6","12.742","31.474","42.5","19.465"
"7","24","20","0","0","31.1","3.1","0","31.1","0","0"
"7","24","21","0","0","30","5.7","0","30","0","0"
"7","24","22","0","0","28.3","3.6","0","28.3","0","0"
"7","24","23","0","0","27.2","4.1","0","27.2","0","0"
"7","25","0","0","0","26.1","3.6","0","26.1","0","0"
"7","25","1","0","0","25.6","3.1","0","25.6","0","0"
"7","25","2","0","0","25","2.6","0","25","0","0"
"7","25","3","0","0","24.4","3.1","0","24.4","0","0"
"7","25","4","0","0","24.4","2.6","0","24.4","0","0"
"7","25","5","0","1","23.9","2.1","0.97","22.276","3.379","0"
"7","25","6","1","18","23.9","2.6","17.062","22.758","59.264","35.921"
"7","25","7","138","137","25.6","2.1","163.425","28.37","525.811","492.914"
"7","25","8","561","147","27.2","2.6","420.201","36.493","1314.536","1261.27"
"7","25","9","660","189","29.4","3.1","646.783","43.911","2006.335","1930.839"
"7","25","10","685","214","30.6","3.1","800.622","48.991","2438.174","2346.734"
"7","25","11","749","230","31.7","3.1","950.951","53.66","2829.641","2722.375"
"7","25","12","758","235","33.3","3.6","998.053","55.493","2941.092","2829.082"
"7","25","13","720","234","33.9","2.6","943.861","57.249","2754.283","2650.166"
"7","25","14","743","221","35","4.6","889.139","53.361","2647.649","2547.904"
"7","25","15","659","200","35.6","3.1","697.975","52.201","2081.141","2002.997"
"7","25","16","582","162","35.6","4.1","489.529","46.163","1479.024","1420.842"
"7","25","17","425","133","35","3.6","271.827","40.955","799.084","759.73"
"7","25","18","156","76","33.9","2.6","83.057","35.458","243.486","216.592"
"7","25","19","3","14","33.3","2.1","13.273","32.594","44.028","20.965"
"7","25","20","0","0","31.1","5.2","0","31.1","0","0"
"7","25","21","0","0","29.4","5.2","0","29.4","0","0"
"7","25","22","0","0","28.3","3.6","0","28.3","0","0"
"7","25","23","0","0","27.2","4.1","0","27.2","0","0"
"7","26","0","0","0","26.7","3.1","0","26.7","0","0"
"7","26","1","0","0","25.6","2.6","0","25.6","0","0"
"7","26","2","0","0","25","3.1","0","25","0","0"
"7","26","3","0","0","25","2.6","0","25","0","0"
"7","26","4","0","0","24.4","2.6","0","24.4","0","0"
"7","26","5","2","2","24.4","3.1","1.94","23.014","6.735","0"
"7","26","6","48","46","25","3.1","40.478","24.52","137.326","112.513"
"7","26","7","64","132","25.6","3.1","139.737","27.58","462.072","430.589"
"7","26","8","221","205","26.7","3.6","306.273","32.539","995.007","950.631"
"7","26","9","421","272","28.9","4.1","561.532","40.192","1780.222","1712.44"
"7","26","10","499","263","29.4","3.6","690.771","44.468","2154.815","2074.016"
"7","26","11","803","170","31.7","3.1","939.537","53.182","2802.864","2696.723"
"7","26","12","582","183","32.8","4.1","771.879","49.547","2348.803","2260.793"
"7","26","13","690","233","33.9","4.1","914.482","53.198","2728.456","2625.406"
"7","26","14","556","214","33.9","2.6","717.013","51.953","2151.608","2070.926"
"7","26","15","683","202","34.4","4.1","718.26","49.65","2171.004","2089.616"
"7","26","16","547","205","34.4","4.1","509.683","45.406","1549.819","1489.45"
"7","26","17","82","209","33.9","4.1","223.166","38.578","705.825","668.746"
"7","26","18","102","64","32.8","3.6","68.402","33.689","207.148","180.977"
"7","26","19","41","15","31.7","3.1","12.758","30.95","42.661","19.623"
"7","26","20","0","0","30.6","4.1","0","30.6","0","0"
"7","26","21","0","0","28.9","5.7","0","28.9","0","0"
"7","26","22","0","0","27.8","4.1","0","27.8","0","0"
"7","26","23","0","0","26.7","3.6","0","26.7","0","0"
"7","27","0","0","0","26.1","2.6","0","26.1","0","0"
"7","27","1","0","0","25.6","3.1","0","25.6","0","0"
"7","27","2","0","0","25","3.1","0","25","0","0"
"7","27","3","0","0","25","2.6","0","25","0","0"
"7","27","4","0","0","24.4","3.1","0","24.4","0","0"
"7","27","5","0","0","24.4","1.5","0","24.4","0","0"
"7","27","6","27","51","25.6","3.6","44.97","25.264","153.303","128.183"
"7","27","7","21","97","26.7","3.6","96.906","27.665","324.982","296.425"
"7","27","8","34","183","27.2","2.6","191.165","30.75","636.539","601.102"
"7","27","9","173","277","28.3","3.1","389.559","36.482","1262.115","1210.367"
"7","27","10","517","246","30.6","2.6","689.598","46.811","2124.948","2045.231"
"7","27","11","878","111","31.7","4.1","947.396","51.549","2851.239","2743.063"
"7","27","12","781","187","33.3","2.1","969.828","58.583","2809.466","2703.048"
"7","27","13","701","196","34.4","4.1","884.662","53.443","2635.966","2536.694"
"7","27","14","794","160","35","2.6","872.365","56.463","2553.775","2457.798"
"7","27","15","647","191","35.6","4.1","680.966","50.369","2050.451","1973.399"
"7","27","16","450","195","35.6","4.1","445.94","45.239","1359.025","1304.452"
"7","27","17","129","179","30.6","4.1","212.53","34.868","676.549","640.169"
"7","27","18","18","87","28.9","2.6","80.89","30.091","268.282","240.887"
"7","27","19","11","17","25.6","3.1","15.728","24.747","54.168","30.919"
